Team Name,Team Code,Conf Code,Conf Name,Tot Off Pts,Tot Def Pts,Off Pts Per Drive,Def Pts Per Drive,Tot Off Yards,Tot Def Yards,Off Yards Per Drive,Def Yards Per Drive,Tot Expected Off Pts,Tot Expected Def Pts,Off Expected Pts Per Drive,Def Expected Pts Per Drive,Tot Expected Off Yds,Tot Expected Def Yds,Off Expected Yds Per Drive,Def Expected Yds Per Drive,Off Pts Per Drive over Expected,Def Pts Per Drive over Expected,Off Yards Per Drive over Expected,Def Yards Per Drive over Expected
Purdue,559,827,Big Ten Conference,247,288,1.99193548387,2.32258064516,3496,4003,28.1935483871,32.2822580645,258.048766853,276.458715311,2.08103844236,2.22950576863,3774.51361436,3712.12908431,30.4396259223,29.9365248735,-0.0891029584929,0.0930748765272,-2.24607753518,-2.24607753518
Rice,574,24312,Conference USA,260,305,2.30088495575,2.82407407407,3634,3982,32.1592920354,36.8703703704,244.311805943,229.850405569,2.16205138003,2.12824449601,3424.91208363,3273.85993851,30.3089564923,30.3135179491,0.138833575724,0.695829578067,1.85033554307,1.85033554307
Rutgers,587,827,Big Ten Conference,199,287,2.0306122449,2.84158415842,3041,3786,31.0306122449,37.4851485149,210.237652951,219.45626909,2.14528217297,2.17283434743,2964.63601902,3043.6098963,30.2513879492,30.1347514485,-0.114669928071,0.668749810986,0.779224295748,0.779224295748
San Diego State,626,5486,Mountain West Conference,232,172,1.98290598291,1.47008547009,3148,2998,26.905982906,25.6239316239,263.36960475,232.974853865,2.25102226282,1.99123806723,3452.67017075,3665.79021192,29.5100014594,31.3315402728,-0.26811627991,-0.52115259714,-2.60401855339,-2.60401855339
San Jose State,630,5486,Mountain West Conference,190,234,2.0,2.48936170213,2999,2941,31.5684210526,31.2872340426,197.03986628,214.260095771,2.07410385558,2.27936272097,2921.16630843,2743.18496252,30.7491190361,29.1828187502,-0.0741038555823,0.20999898116,0.819302016525,0.819302016525
South Alabama,646,818,Sun Belt Conference,219,293,1.90434782609,2.5701754386,3235,3455,28.1304347826,30.3070175439,242.700810055,267.693437472,2.11044182656,2.348188048,3489.05202797,3285.61768746,30.3395828519,28.8212077848,-0.206094000477,0.221987390594,-2.2091480693,-2.2091480693
South Carolina,648,911,Southeastern Conference,195,237,1.85714285714,2.2358490566,3060,3711,29.1428571429,35.0094339623,227.914314746,210.911381981,2.17061252139,1.98973001869,3139.82613821,3307.99654784,29.9031060782,31.2075146023,-0.313469664245,0.246119037913,-0.760248935362,-0.760248935362
South Florida,651,823,American Athletic Conference,241,187,2.00833333333,1.55833333333,3400,3173,28.3333333333,26.4416666667,261.245257708,260.359454743,2.17704381423,2.16966212286,3598.64567427,3633.95768148,29.9887139522,30.282980679,-0.168710480897,-0.611328789523,-1.65538061892,-1.65538061892
USC,657,905,Pac-12 Conference,311,226,2.65811965812,1.94827586207,4116,3722,35.1794871795,32.0862068966,251.474788681,237.429781742,2.14935716822,2.04680846329,3517.10169646,3576.70721207,30.0606982603,30.8336828627,0.508762489903,-0.0985326012204,5.11878891917,5.11878891917
SMU,663,823,American Athletic Conference,269,395,2.11811023622,3.18548387097,3778,3867,29.7480314961,31.185483871,259.244121057,328.404956909,2.04129229178,2.64842707184,3947.4321113,3268.57711641,31.0821426086,26.3594928743,0.0768179444368,0.537056799123,-1.33411111256,-1.33411111256
Southern Mississippi,664,24312,Conference USA,317,203,2.64166666667,1.72033898305,4603,3251,38.3583333333,27.5508474576,260.387808005,244.674442026,2.16989840004,2.07351222056,3605.98573419,3622.12487378,30.0498811182,30.6959735066,0.471768266625,-0.353173237513,8.3084522151,8.3084522151
Texas State,670,818,Sun Belt Conference,235,318,2.17592592593,3.05769230769,3284,4266,30.4074074074,41.0192307692,226.849278916,220.75655117,2.10045628626,2.12265914587,3302.62549318,3165.3958275,30.5798656776,30.4364983414,0.0754696396662,0.935033161824,-0.172458270167,-0.172458270167
Louisiana-Lafayette,671,818,Sun Belt Conference,227,224,2.29292929293,2.21782178218,3207,3266,32.3939393939,32.3366336634,211.163992786,204.493101922,2.1329696241,2.02468417745,2998.93225989,3129.27445044,30.2922450494,30.9829153509,0.159959668826,0.193137604731,2.10169434456,2.10169434456
Stanford,674,905,Pac-12 Conference,334,196,3.1214953271,1.79816513761,3821,2958,35.7102803738,27.1376146789,245.647301912,220.423587476,2.29576917674,2.02223474749,3117.71298772,3368.72315237,29.1375045582,30.9057169942,0.825726150359,-0.22406960987,6.57277581567,6.57277581567
Syracuse,688,821,Atlantic Coast Conference,208,256,1.87387387387,2.26548672566,3098,3822,27.9099099099,33.8230088496,244.075458945,238.037444693,2.19887800852,2.10652605923,3298.67866734,3437.50490196,29.7178258319,30.4203973625,-0.325004134642,0.158960666435,-1.80791592202,-1.80791592202
Temple,690,823,American Athletic Conference,281,166,2.36134453782,1.38333333333,3169,3188,26.6302521008,26.5666666667,282.497266608,231.142054836,2.37392661016,1.9261837903,3405.45758866,3789.64153632,28.617290661,31.580346136,-0.0125820723402,-0.542850456966,-1.98703856016,-1.98703856016
Tennessee,694,911,Southeastern Conference,288,191,2.4406779661,1.57851239669,3668,3241,31.0847457627,26.7851239669,262.224852369,248.832698878,2.22224451161,2.05646858577,3508.85885149,3747.42761583,29.7360919618,30.9704761639,0.218433454496,-0.477956189073,1.34865380094,1.34865380094
Texas A&M,697,911,Southeastern Conference,259,223,2.19491525424,1.84297520661,3778,3631,32.0169491525,30.0082644628,257.044553173,252.660298695,2.17834367096,2.08810164211,3528.27591591,3701.76515235,29.9006433551,30.5931004326,0.0165715832794,-0.245126435497,2.11630579739,2.11630579739
TCU,698,25354,Big 12 Conference,424,252,3.28682170543,2.0,5492,3802,42.5736434109,30.1746031746,285.484598619,251.02026357,2.21305890403,1.99222431404,3852.03661446,3953.18237641,29.8607489493,31.3744633049,1.0737628014,0.00777568595615,12.7128944616,12.7128944616
Texas Tech,700,25354,Big 12 Conference,445,420,3.15602836879,3.0,5640,5602,40.0,40.0142857143,301.471030168,289.438394931,2.13809241254,2.06741710665,4263.26743379,4319.20951026,30.2359392467,30.8514965018,1.01793595626,0.932582893348,9.76406075327,9.76406075327
Texas,703,25354,Big 12 Conference,203,289,1.7652173913,2.47008547009,3060,4081,26.6086956522,34.8803418803,236.974674018,253.761161833,2.06064933929,2.16889881908,3528.22397262,3542.39009437,30.6802084576,30.2768384135,-0.295431947985,0.301186651001,-4.07151280541,-4.07151280541
UTEP,704,24312,Conference USA,163,276,1.94047619048,3.32530120482,2688,3357,32.0,40.4457831325,165.491735219,176.531348666,1.97013970499,2.12688371887,2631.76471732,2519.62827986,31.3305323491,30.3569672273,-0.0296635145146,1.19841748595,0.669467650926,0.669467650926
UTSA,706,24312,Conference USA,220,262,2.07547169811,2.56862745098,3328,3661,31.3962264151,35.8921568627,222.981690551,219.802677078,2.10360085426,2.15492820665,3242.0837762,3076.81395766,30.5856960019,30.1648427222,-0.0281291561419,0.41369924433,0.810530413166,0.810530413166
Toledo,709,875,Mid-American Conference,270,138,2.7,1.33980582524,3617,2751,36.17,26.7087378641,220.26297103,221.62865168,2.2026297103,2.15173448233,3002.08096789,3109.42699781,30.0208096789,30.1886116293,0.497370289698,-0.811928657088,6.14919032115,6.14919032115
Troy,716,818,Sun Belt Conference,246,237,2.01639344262,1.94262295082,3611,3512,29.5983606557,28.7868852459,255.415836467,265.161058431,2.09357243006,2.17345129861,3733.2596375,3650.83598298,30.6004888319,29.9248851064,-0.077178987437,-0.230828347792,-1.00212817619,-1.00212817619
Tulane,718,823,American Athletic Conference,162,276,1.36134453782,2.35897435897,2719,3491,22.8487394958,29.8376068376,233.512739366,273.065388105,1.96229192745,2.33389220603,3746.31854043,3398.672068,31.481668407,29.0484792137,-0.600947389631,0.0250821529462,-8.63292891121,-8.63292891121
Tulsa,719,823,American Athletic Conference,322,343,2.33333333333,2.55970149254,4808,4678,34.8405797101,34.9104477612,293.297638128,287.891962328,2.12534520382,2.14844748006,4202.90850791,4051.42507529,30.455858753,30.2345154873,0.207988129509,0.411254012478,4.38472095715,4.38472095715
Air Force,721,5486,Mountain West Conference,300,165,2.72727272727,1.52777777778,3833,2535,34.8454545455,23.4722222222,231.166443891,219.136637504,2.10151312628,2.02904293985,3356.48738941,3353.24265618,30.5135217219,31.0485431128,0.62575960099,-0.501265162074,4.33193282352,4.33193282352
Army,725,99001,Independent,194,234,1.92079207921,2.29411764706,2730,3025,27.0297029703,29.6568627451,205.374506821,262.057636319,2.03341095863,2.56919251293,3129.13142291,2754.30553079,30.9814992367,27.0029953999,-0.112618879418,-0.275074865872,-3.9517962664,-3.9517962664
Navy,726,823,American Athletic Conference,278,150,3.30952380952,1.78571428571,3010,2667,35.8333333333,31.75,198.181359409,169.681022779,2.35930189772,2.02001217594,2409.55713568,2604.61307848,28.6852039962,31.0072985534,0.950221911799,-0.23429789023,7.14812933711,7.14812933711
Utah State,731,5486,Mountain West Conference,237,210,2.34653465347,1.98113207547,2957,2780,29.2772277228,26.2264150943,231.383278685,218.944431042,2.29092355134,2.06551350039,2937.78107143,3259.75352828,29.0869413013,30.7523917763,0.0556111021279,-0.0843814249205,0.190286421488,0.190286421488
Utah,732,905,Pac-12 Conference,269,208,2.40178571429,1.76271186441,3352,3293,29.9285714286,27.906779661,252.260292302,252.088656341,2.25232403841,2.13634454526,3307.37119668,3563.90385369,29.5300999703,30.2025750313,0.149461675873,-0.373632680852,0.398471458252,0.398471458252
Vanderbilt,736,911,Southeastern Conference,148,158,1.22314049587,1.31666666667,3096,2590,25.5867768595,21.5833333333,254.277024497,273.012754125,2.10146301237,2.27510628438,3681.67661311,3474.01337782,30.4270794472,28.9501114818,-0.878322516507,-0.958439617712,-4.8403025877,-4.8403025877
Virginia Tech,742,821,Atlantic Coast Conference,235,218,1.99152542373,1.77235772358,3253,3189,27.5677966102,25.9268292683,264.888409143,268.154739697,2.24481702664,2.18011983494,3466.08303416,3680.45217667,29.3735850353,29.9223754201,-0.253291602909,-0.407762111361,-1.8057884251,-1.8057884251
Virginia,746,821,Atlantic Coast Conference,189,265,1.71818181818,2.40909090909,3228,3615,29.3454545455,32.8636363636,215.138888685,250.16821649,1.95580807896,2.27425651354,3462.8791886,3236.1415134,31.4807198964,29.4194683036,-0.237626260776,0.134834395547,-2.1352653509,-2.1352653509
Wake Forest,749,821,Atlantic Coast Conference,187,192,1.54545454545,1.65517241379,3267,2971,27.0,25.6120689655,238.837858633,252.826300506,1.97386660027,2.17953707333,3815.0860389,3477.55169326,31.5296366851,29.9788939074,-0.428412054817,-0.524364659533,-4.52963668513,-4.52963668513
Washington State,754,905,Pac-12 Conference,315,237,2.73913043478,2.17431192661,4299,3436,37.3826086957,31.5229357798,254.805995319,235.320782858,2.21570430712,2.15890626475,3423.54710942,3285.59615343,29.7699748645,30.1430839765,0.52342612766,0.0154056618514,7.61263383114,7.61263383114
Washington,756,905,Pac-12 Conference,240,165,2.10526315789,1.4347826087,3092,3054,27.1228070175,26.5565217391,251.11026034,249.27776422,2.20272158193,2.16763273235,3401.90173559,3453.11574445,29.8412432946,30.02709343,-0.0974584240341,-0.732850123652,-2.7184362771,-2.7184362771
West Virginia,768,25354,Big 12 Conference,264,210,2.31578947368,1.875,3816,3323,33.4736842105,29.6696428571,240.946618706,238.902529046,2.11356683076,2.13305829505,3505.01005146,3369.6475905,30.7457022057,30.0861392009,0.202222642927,-0.258058295051,2.72798200478,2.72798200478
Western Kentucky,772,24312,Conference USA,404,254,3.25806451613,2.06504065041,5112,4209,41.2258064516,34.2195121951,265.628228361,247.566530428,2.14216313194,2.01273601974,3757.30146846,3828.59646887,30.3008182941,31.1268005599,1.11590138419,0.0523046306671,10.9249881575,10.9249881575
Western Michigan,774,875,Mid-American Conference,331,245,3.03669724771,2.28971962617,4252,3598,39.0091743119,33.6261682243,235.287260763,219.792671929,2.1585987226,2.05413712083,3299.63055121,3293.49341409,30.2718399193,30.7803122812,0.878098525106,0.23558250534,8.73733439258,8.73733439258
Wisconsin,796,827,Big Ten Conference,225,113,2.04545454545,1.01801801802,3483,2315,31.6636363636,20.8558558559,242.34891812,227.47891646,2.20317198291,2.04935960775,3278.49316671,3429.81032299,29.8044833338,30.899192099,-0.157717437452,-1.03134158973,1.85915302989,1.85915302989
Wyoming,811,5486,Mountain West Conference,185,306,1.68181818182,2.78181818182,3209,3579,29.1727272727,32.5363636364,219.824642727,236.365129925,1.99840584297,2.14877390841,3430.6438116,3313.98572352,31.1876710145,30.1271429411,-0.316587661155,0.633044273405,-2.01494374181,-2.01494374181
Abilene Christian,2,99005,Ind,7,34,0.538461538462,2.83333333333,270,446,20.7692307692,37.1666666667,26.8630066022,25.7545163598,2.06638512324,2.14620969665,399.987056881,365.674987014,30.7682351447,30.4729155845,-1.52792358478,0.687123636685,-9.99900437545,-9.99900437545
Alabama A&M,6,916,Southwestern,10,52,0.714285714286,3.71428571429,257,643,18.3571428571,45.9285714286,27.8128812815,30.7143010071,1.98663437725,2.19387864337,437.420494928,417.973957662,31.2443210663,29.8552826901,-1.27234866296,1.52040707092,-12.8871782091,-12.8871782091
Alabama St.,7,916,Southwestern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albany (N.Y.),14,846,Northeast,14,45,1.16666666667,4.09090909091,270,456,22.5,41.4545454545,21.6527077892,25.3158487058,1.80439231577,2.30144079143,388.163201445,319.870376404,32.3469334538,29.0791251277,-0.637725649101,1.78946829948,-9.84693345377,-9.84693345377
Alcorn St.,17,916,Southwestern,7,70,0.5,5.38461538462,227,563,16.2142857143,43.3076923077,27.193349113,33.4702404346,1.9423820795,2.57463387959,442.207649085,347.99535239,31.5862606489,26.7688732608,-1.4423820795,2.80998150503,-15.3719749347,-15.3719749347
Austin Peay,43,902,OVC,21,86,0.75,3.30769230769,444,986,15.8571428571,37.9230769231,51.3206592657,63.5013803517,1.83288068806,2.44236078276,895.036706183,730.17853607,31.9655966494,28.0837898488,-1.08288068806,0.865331524933,-16.1084537923,-16.1084537923
Charleston So.,48,826,Big South,14,38,0.875,2.92307692308,382,378,23.875,29.0769230769,31.6104020376,31.8056181662,1.97565012735,2.44658601279,498.421091281,368.317595782,31.151318205,28.3321227525,-1.10065012735,0.476490910289,-7.27631820503,-7.27631820503
Bethune-Cookman,61,876,Mid-Eastern,0,38,0.0,3.45454545455,86,377,6.61538461538,34.2727272727,27.7928035152,23.9955674021,2.13790796271,2.18141521837,396.44091212,329.540499428,30.4954547784,29.9582272207,-2.13790796271,1.27313023618,-23.8800701631,-23.8800701631
Brown,80,865,Ivy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryant,81,846,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bucknell,83,838,Patriot,14,21,1.27272727273,1.75,13,182,1.18181818182,15.1666666667,58.5106789949,23.5066213223,5.3191526359,1.95888511019,50.6052913815,384.564614146,4.60048103468,32.0470511788,-4.04642536317,-0.20888511019,-3.41866285286,-3.41866285286
Butler,87,21451,Pioneer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cal Poly,90,825,Big Sky,21,42,1.75,3.23076923077,321,527,26.75,40.5384615385,23.5168891628,32.0256969194,1.95974076357,2.46351514764,380.542512259,360.033460694,31.7118760216,27.6948815918,-0.209740763568,0.767254083126,-4.96187602158,-4.96187602158
Sacramento State,102,825,Big Sky,0,49,0.0,3.5,175,591,12.5,42.2142857143,30.5428012632,30.7986073011,2.18162866166,2.19990052151,414.680943859,425.273927867,29.6200674185,30.3767091333,-2.18162866166,1.30009947849,-17.1200674185,-17.1200674185
UC Davis,108,825,Big Sky,44,72,2.0,3.78947368421,712,877,32.3636363636,46.1578947368,48.9861357561,39.954306711,2.22664253437,2.10285824795,647.48403944,574.508333433,29.4310927018,30.237280707,-0.226642534366,1.68661543626,2.9325436618,2.9325436618
Campbell,115,21451,Pioneer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Conn. St.,127,846,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citadel,141,912,Southern,14,48,1.07692307692,3.69230769231,293,378,22.5384615385,29.0769230769,25.6920350527,33.7438419383,1.97631038867,2.5956801491,406.223348287,348.86938855,31.2479498682,26.8361068116,-0.899387311749,1.09662754321,-8.70948832974,-8.70948832974
Coastal Carolina,149,826,Big South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colgate,153,838,Patriot,17,41,1.41666666667,4.1,325,392,27.0833333333,39.2,24.1790546621,21.9839217611,2.01492122184,2.19839217611,372.149793058,301.143207358,31.0124827549,30.1143207358,-0.598254555173,1.90160782389,-3.92914942154,-3.92914942154
Columbia,158,865,Ivy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cornell,167,865,Ivy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dartmouth,172,865,Ivy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Davidson,173,21451,Pioneer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dayton,175,21451,Pioneer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delaware State,178,876,Mid-Eastern,7,49,0.538461538462,3.5,49,509,3.76923076923,36.3571428571,25.3260539191,38.5981035979,1.94815799378,2.75700739985,411.729952775,371.722729389,31.6715348288,26.5516235278,-1.40969645531,0.742992600153,-27.9023040596,-27.9023040596
Delaware,180,837,Colonial,14,41,1.4,4.1,-22,313,-2.2,31.3,53.2374851787,19.0375821281,5.32374851787,1.90375821281,59.679819025,318.75296815,5.9679819025,31.875296815,-3.92374851787,2.19624178719,-8.1679819025,-8.1679819025
Drake,189,21451,Pioneer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duquesne,194,846,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Illinois,201,902,OVC,7,34,0.583333333333,3.09090909091,164,468,13.6666666667,42.5454545455,26.2579334174,24.8708663512,2.18816111812,2.26098785011,364.778832411,331.413222326,30.3982360343,30.1284747569,-1.60482778478,0.829921240798,-16.7315693676,-16.7315693676
Eastern Kentucky,202,902,OVC,28,63,1.07692307692,2.52,448,830,17.2307692308,33.2,57.2432209971,55.1873398682,2.20166234604,2.20749359473,772.054072307,752.863826825,29.6943873964,30.114553073,-1.12473926912,0.312506405271,-12.4636181656,-12.4636181656
Eastern Washington,207,825,Big Sky,42,62,3.5,4.76923076923,554,703,46.1666666667,54.0769230769,23.2573631453,28.0348098117,1.93811359544,2.15652383167,378.03111596,395.628901172,31.5025929967,30.4329923979,1.56188640456,2.61270693756,14.66407367,14.66407367
Florida A&M,228,876,Mid-Eastern,3,52,0.1875,3.25,176,528,11.0,33.0,30.5523142432,38.399901585,1.9095196402,2.39999384906,515.527446036,458.918607854,32.2204653772,28.6824129909,-1.7220196402,0.85000615094,-21.2204653772,-21.2204653772
Fordham,236,838,Patriot,34,35,2.83333333333,3.18181818182,442,368,36.8333333333,33.4545454545,25.7977091391,24.1998649121,2.14980909493,2.19998771928,365.554371355,328.122960821,30.4628642796,29.8293600747,0.683524238408,0.981830462535,6.37046905372,6.37046905372
Furman,244,912,Southern,27,62,0.964285714286,2.13793103448,579,788,20.6785714286,27.1724137931,54.9145728961,70.5321588546,1.96123474629,2.43214340878,877.943224979,820.598199932,31.3551151778,28.2964896528,-0.996949032002,-0.294212374297,-10.6765437492,-10.6765437492
Georgetown,251,838,Patriot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grambling,261,916,Southwestern,28,59,1.55555555556,3.93333333333,491,700,27.2777777778,46.6666666667,36.4579882607,35.297279054,2.02544379226,2.35315193693,562.668828833,426.729483961,31.2593793796,28.4486322641,-0.469888236705,1.5801813964,-3.98160160182,-3.98160160182
Hampton,270,876,Mid-Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harvard,275,865,Ivy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holy Cross,285,838,Patriot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Howard,290,876,Mid-Eastern,7,119,0.291666666667,4.76,282,1132,11.75,45.28,42.3180912479,64.0591271765,1.763253802,2.56236508706,791.803637699,675.013373449,32.9918182375,27.000534938,-1.47158713533,2.19763491294,-21.2418182375,-21.2418182375
Idaho State,294,825,Big Sky,14,125,0.466666666667,4.31034482759,654,1162,21.8,40.0689655172,54.9511401197,79.9689046348,1.83170467066,2.75754843568,972.263404503,740.157460512,32.4087801501,25.5226710521,-1.36503800399,1.5527963919,-10.6087801501,-10.6087801501
Illinois State,299,853,MVFC,14,31,1.55555555556,3.1,252,392,28.0,39.2,17.3105690166,22.2325060572,1.9233965574,2.22325060572,285.524939279,295.501702455,31.7249932533,29.5501702455,-0.367841001845,0.876749394282,-3.72499325326,-3.72499325326
Indiana State,305,853,MVFC,14,31,0.933333333333,2.21428571429,322,490,21.4666666667,35.0,33.2004443813,29.4028567993,2.21336295875,2.10020405709,445.47119691,426.562986182,29.698079794,30.4687847273,-1.28002962542,0.114081657194,-8.23141312733,-8.23141312733
Jackson State,314,916,Southwestern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacksonville State,315,902,OVC,20,20,1.66666666667,1.81818181818,415,371,34.5833333333,33.7272727273,26.8954617011,25.8639133,2.24128847509,2.35126484546,359.660528625,313.161963732,29.9717107187,28.4692694302,-0.574621808424,-0.533083027273,4.61162261459,4.61162261459
Jacksonville,316,21451,Pioneer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Madison,317,837,Colonial,48,45,3.0,2.64705882353,-49,366,-3.0625,21.5294117647,85.0050912895,34.3292179505,5.3128182056,2.01936576179,80.8459570078,531.731838228,5.05287231299,31.2783434252,-2.3128182056,0.627693061735,-8.11537231299,-8.11537231299
Lafayette,342,838,Patriot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamar,346,914,Southland,31,66,1.72222222222,3.88235294118,287,755,15.9444444444,44.4117647059,41.9218130274,34.6853366635,2.32898961263,2.04031392139,520.97310811,527.895699285,28.9429504505,31.0526881932,-0.606767390411,1.84203901979,-12.9985060061,-12.9985060061
Lehigh,352,838,Patriot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liberty,355,826,Big South,58,75,2.7619047619,3.40909090909,852,862,40.5714285714,39.1818181818,41.6304295984,45.7452626652,1.98240140945,2.07933012114,657.842048109,676.437960738,31.3258118147,30.7471800336,0.779503352458,1.32976078795,9.24561675671,9.24561675671
Maine,380,837,Colonial,10,62,0.384615384615,2.48,358,819,13.7692307692,32.76,53.385231505,51.6673734468,2.05327813481,2.06669493787,805.829399205,773.959043645,30.9934384309,30.9583617458,-1.66866275019,0.413305062128,-17.2242076617,-17.2242076617
Marist,386,21451,Pioneer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McNeese State,402,914,Southland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mississippi Valley State,432,916,Southwestern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monmouth,439,846,Northeast,10,38,0.909090909091,3.16666666667,199,384,18.0909090909,32.0,23.7644571763,29.0607024123,2.16040519785,2.42172520102,329.785354421,339.13969618,29.9804867655,28.2616413483,-1.25131428876,0.744941465644,-11.8895776746,-11.8895776746
Montana State,440,825,Big Sky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,441,825,Big Sky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morehead State,444,21451,Pioneer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morgan State,446,876,Mid-Eastern,14,49,1.27272727273,5.44444444444,245,473,22.2727272727,52.5555555556,20.3011012212,19.5536884613,1.84555465647,2.17263205125,356.645096401,273.050257064,32.422281491,30.3389174515,-0.572827383742,3.27181239319,-10.1495542183,-10.1495542183
Murray State,454,902,OVC,55,97,2.03703703704,3.73076923077,929,1226,34.4074074074,47.1538461538,52.5730499814,55.9255387349,1.94714999931,2.15098225903,856.238256014,786.231785959,31.7125280005,30.2396840753,0.0898870377263,1.57978697173,2.6948794069,2.6948794069
New Hampshire,469,837,Colonial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicholls State,483,914,Southland,0,93,0.0,3.57692307692,412,1175,15.8461538462,45.1923076923,43.2447181337,62.0507920647,1.66325838976,2.38656892556,873.676561242,749.301400737,33.6029446632,28.8192846437,-1.66325838976,1.19035415136,-17.756790817,-17.756790817
Norfolk State,485,876,Mid-Eastern,24,125,0.666666666667,3.47222222222,665,1393,18.4722222222,38.6944444444,71.6733350298,83.430381262,1.99092597305,2.31751059061,1115.10818513,1049.17308707,30.9752273646,29.1436968632,-1.32425930638,1.15471163161,-12.5030051424,-12.5030051424
North Carolina A&T,488,876,Mid-Eastern,14,52,1.16666666667,4.0,308,432,25.6666666667,33.2307692308,21.4545441052,34.3959519573,1.78787867543,2.64584245825,391.07182119,345.086620729,32.5893184325,26.5451246715,-0.621212008768,1.35415754175,-6.92265176582,-6.92265176582
N.C. Central,489,876,Mid-Eastern,0,55,0.0,4.23076923077,177,640,13.6153846154,49.2307692308,23.0335076257,27.2202867075,1.7718082789,2.09386820827,426.049385852,402.064848421,32.7730296809,30.9280652632,-1.7718082789,2.1369010225,-19.1576450656,-19.1576450656
North Dakota State,493,853,MVFC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Dakota,494,825,Big Sky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Arizona,501,825,Big Sky,13,77,0.866666666667,5.5,327,793,21.8,56.6428571429,27.9586109039,30.4721306303,1.86390739359,2.17658075931,479.277531849,431.451305064,31.9518354566,30.8179503617,-0.997240726926,3.32341924069,-10.1518354566,-10.1518354566
Northern Colorado,502,825,Big Sky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Iowa,504,853,MVFC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northwestern State,508,914,Southland,30,108,1.42857142857,5.4,620,1190,29.5238095238,59.5,39.5603073159,43.1487874582,1.8838241579,2.15743937291,672.965860572,608.717351329,32.0459933606,30.4358675665,-0.455252729331,3.24256062709,-2.52218383674,-2.52218383674
Pennsylvania,540,865,Ivy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portland State,550,825,Big Sky,24,17,2.66666666667,2.125,310,379,34.4444444444,47.375,16.6400348184,15.4283837282,1.8488927576,1.92854796603,291.842570933,255.596007494,32.4269523259,31.9495009368,0.817773909071,0.196452033974,2.01749211851,2.01749211851
Prairie View A&M,553,916,Southwestern,24,56,1.84615384615,4.30769230769,465,626,35.7692307692,48.1538461538,28.4616541875,27.3882812117,2.18935801442,2.10679086244,391.558374803,404.080682106,30.1198749849,31.0831293928,-0.34320416827,2.20090144525,5.64935578437,5.64935578437
Princeton,554,865,Ivy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhode Island,572,837,Colonial,7,31,0.538461538462,2.38461538462,156,408,12.0,31.3846153846,23.5233527777,31.9772630638,1.80948867521,2.45978946645,418.8845718,362.952258034,32.2218901385,27.9194044642,-1.27102713675,-0.0751740818338,-20.2218901385,-20.2218901385
